Country,Year,Status,Alcohol,percentageexpenditure,HepatitisB,Measles,BMI,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources
Tajikistan,2013,Developing,0.01,1.0419164,96,1,39,97,6.75,96,0.2,3.6,3.7,0.617
Tajikistan,2012,Developing,0.01,71.50892145,94,16,38.2,96,6.39,94,0.2,3.6,3.7,0.613
Tajikistan,2011,Developing,0.32,51.9919227,96,1,37.4,97,5.98,96,0.2,3.7,3.7,0.608
Tajikistan,2010,Developing,0.32,43.34099958,93,0,36.6,95,6.4,93,0.2,3.7,3.8,0.603
Tajikistan,2009,Developing,0.3,35.71613793,93,0,35.9,93,5.93,93,0.2,3.7,3.8,0.601
Tajikistan,2008,Developing,0.32,4.153362912,86,0,35.3,87,5.58,86,0.3,3.8,3.8,0.592
Tajikistan,2007,Developing,0.35,2.272404904,84,2,34.7,85,5.35,86,0.3,3.8,3.8,0.586
Tajikistan,2006,Developing,0.38,2.626234903,88,3,34.1,76,5.7,83,0.3,3.8,3.9,0.579
Tajikistan,2005,Developing,0.37,19.83672308,81,0,33.5,79,5.89,84,0.3,3.8,3.9,0.572
Tajikistan,2004,Developing,0.38,2.093721752,81,4,33,82,5.7,86,0.3,3.9,3.9,0.563
Tajikistan,2003,Developing,0.36,13.25723997,58,2144,32.5,82,4.46,85,0.3,4,4,0.553
Tajikistan,2002,Developing,0.6,10.68147485,39,927,32.1,84,4.48,85,0.3,4,4,0.543
Tajikistan,2001,Developing,0.86,1.142003812,,38,31.6,84,4.59,85,0.3,4.1,4.1,0.535
Tajikistan,2000,Developing,0.37,8.943006492,,192,31.3,86,4.64,83,0.3,4.2,4.1,0.529
Thailand,2015,Developing,,0,99,154,33.6,99,,99,0.1,7.7,7.7,0.738
Thailand,2014,Developing,6.41,789.0772949,99,0,32.4,99,4.12,99,0.1,7.8,7.8,0.737
Thailand,2013,Developing,6.5,788.6873403,99,2641,31.3,99,4,99,0.1,7.9,7.9,0.733
Thailand,2012,Developing,6.56,801.0504655,98,5197,3.1,99,4.17,99,0.1,8,8.1,0.729
Thailand,2011,Developing,6.07,748.4451054,98,3156,29,99,4.12,99,0.2,8.1,8.2,0.72
Thailand,2010,Developing,5.95,71.6850913,98,2583,27.9,99,3.81,99,0.2,8.2,8.3,0.711
Thailand,2009,Developing,5.88,547.2101411,98,6071,26.8,99,4.11,99,0.3,8.3,8.5,0.706
Thailand,2008,Developing,5.92,609.9511632,98,7790,25.7,99,3.92,99,0.3,8.5,8.6,0.7
Thailand,2007,Developing,6.2,520.7639087,96,3893,24.6,98,3.56,98,0.4,8.6,8.8,0.687
Thailand,2006,Developing,6.18,433.9210918,96,3588,23.6,98,3.49,98,0.5,8.7,8.9,0.686
Thailand,2005,Developing,6.26,321.1953005,96,3526,22.6,98,3.55,98,0.5,8.9,9.1,0.682
Thailand,2004,Developing,6.17,301.3597791,96,4165,21.7,98,3.51,98,0.5,9,9.2,0.674
Thailand,2003,Developing,6.14,282.8364612,96,4519,2.9,98,3.58,98,0.6,9.1,9.3,0.666
Thailand,2002,Developing,5.93,27.63810304,95,10315,2.2,97,3.7,96,0.7,9.2,9.5,0.657
Thailand,2001,Developing,5.92,176.0625201,95,7319,19.4,97,3.32,96,0.8,9.3,9.6,0.649
Thailand,2000,Developing,5.88,0.27564826,95,4074,18.7,97,3.4,97,0.8,9.4,9.7,0.64
TheformerYugoslavrepublicofMacedonia,2015,Developing,,0,92,1,6.3,92,,91,0.1,2.1,2.1,0.746
TheformerYugoslavrepublicofMacedonia,2014,Developing,1.13,0,97,116,59.7,96,6.48,95,0.1,2.2,2.2,0.743
TheformerYugoslavrepublicofMacedonia,2013,Developing,1.03,0,97,4,59.1,98,6.7,98,0.1,2.2,2.2,0.741
TheformerYugoslavrepublicofMacedonia,2012,Developing,1.23,0,98,7,58.5,97,6.76,95,0.1,2.2,2.2,0.739
TheformerYugoslavrepublicofMacedonia,2011,Developing,1.16,0,96,701,57.9,97,6.61,96,0.1,2.2,2.3,0.735
TheformerYugoslavrepublicofMacedonia,2010,Developing,1.47,0,9,217,57.4,95,6.83,95,0.1,2.3,2.3,0.732
TheformerYugoslavrepublicofMacedonia,2009,Developing,1.77,0,95,5,56.9,96,6.74,96,0.1,2.3,2.4,0.73
TheformerYugoslavrepublicofMacedonia,2008,Developing,1.72,0,97,27,56.4,96,6.85,95,0.1,2.4,2.4,0.714
TheformerYugoslavrepublicofMacedonia,2007,Developing,1.75,0,96,1,55.9,96,6.9,95,0.1,2.4,2.5,0.709
TheformerYugoslavrepublicofMacedonia,2006,Developing,1.74,0,89,3,55.4,92,7.61,93,0.1,2.5,2.5,0.703
TheformerYugoslavrepublicofMacedonia,2005,Developing,1.75,0,53,5,54.9,98,7.95,97,0.1,2.5,2.6,0
TheformerYugoslavrepublicofMacedonia,2004,Developing,2.07,0,,9,54.5,95,8.64,94,0.1,2.6,2.6,0
TheformerYugoslavrepublicofMacedonia,2003,Developing,2.4,0,,18,54.1,96,9.17,96,0.1,2.7,2.7,0
TheformerYugoslavrepublicofMacedonia,2002,Developing,2.53,0,,19,53.6,97,9.1,96,0.1,2.7,2.7,0
TheformerYugoslavrepublicofMacedonia,2001,Developing,3.27,0,,27,53.2,91,8.18,91,0.1,2.8,2.8,0
TheformerYugoslavrepublicofMacedonia,2000,Developing,2.86,0,,36,52.7,96,8.52,95,0.1,2.8,2.8,0
Timor-Leste,2015,Developing,,0,76,43,17.4,75,,76,0.1,1.9,11.1,0.603
Timor-Leste,2014,Developing,0.01,28.14578503,77,47,17,76,1.48,77,0.1,1.9,11.1,0.612
Timor-Leste,2013,Developing,0.01,3.379874844,82,4,16.6,82,1.29,82,0.1,11.1,11.2,0.62
Timor-Leste,2012,Developing,0.01,30.17998548,83,16,16.2,83,1.1,83,0.1,11.2,11.3,0.618
Timor-Leste,2011,Developing,0.5,2.726570602,67,763,15.8,66,0.76,67,0.1,11.3,11.4,0.607
Timor-Leste,2010,Developing,0.1,38.58376645,72,50,15.5,72,0.92,72,0.1,11.5,11.5,0.599
Timor-Leste,2009,Developing,0.09,36.199487,72,10,15.1,78,1.2,72,0.1,11.6,11.6,0.599
Timor-Leste,2008,Developing,0.06,36.69198927,79,0,14.7,79,0.74,79,0.1,11.7,11.7,0.566
Timor-Leste,2007,Developing,0.05,11.75766897,,0,14.2,7,0.37,7,0.1,11.8,11.8,0.541
Timor-Leste,2006,Developing,0.04,28.12560496,,90,13.9,62,0.65,63,0.1,11.9,11.9,0.511
Timor-Leste,2005,Developing,0.36,7.127144699,,203,13.5,55,1.5,55,0.1,12,11.9,0.492
Timor-Leste,2004,Developing,0.38,8.415788935,,41,13.2,57,1.31,57,0.1,12,12,0.484
Timor-Leste,2003,Developing,0.44,46.3913277,,94,12.9,55,2.48,55,0.1,12.1,12.1,0.485
Timor-Leste,2002,Developing,0.48,5.649123424,,0,12.6,38,3.89,54,0.1,12.1,12.1,0.475
Timor-Leste,2001,Developing,0.5,6.556583478,,0,12.3,,3.75,,0.1,12.1,12.2,0.47
Timor-Leste,2000,Developing,0.5,49.06967155,,0,11.9,,3.26,,0.1,12.2,12.2,0
Togo,2015,Developing,,0,88,20,24.3,88,,88,1,6.5,6.2,0.484
Togo,2014,Developing,0.01,4.877350139,87,577,23.7,85,5.25,87,1,6.6,6.4,0.475
Togo,2013,Developing,0.01,48.73047089,84,564,23.1,84,5.12,84,1.5,6.8,6.6,0.47
Togo,2012,Developing,0.01,41.60027954,84,238,22.6,84,5.11,84,1.7,7,6.8,0.464
Togo,2011,Developing,1.44,39.08258546,85,187,22,85,5.21,85,2.6,7.1,7,0.457
Togo,2010,Developing,1.21,41.96145465,83,120,21.4,83,5.37,83,3.8,7.3,7.2,0.449
Togo,2009,Developing,1.24,77.09551224,78,425,2.9,78,6.64,78,4.3,7.5,7.4,0.442
Togo,2008,Developing,1.33,69.35924758,24,187,2.4,8,5.73,81,4.8,7.7,7.6,0.441
Togo,2007,Developing,1.37,0.675682939,,8,19.8,72,5.55,82,5.1,7.9,7.8,0.443
Togo,2006,Developing,1.37,6.226048785,,26,19.3,85,5.56,84,5,8.1,8,0.436
Togo,2005,Developing,1.14,36.62174288,,38,18.9,8,5.17,82,5,8.4,8.3,0.435
Togo,2004,Developing,1.01,3.989928468,,61,18.4,71,5.6,71,5.1,8.6,8.5,0.432
Togo,2003,Developing,1.02,2.995959823,,295,17.9,72,5,72,5.2,8.8,8.7,0.428
Togo,2002,Developing,1,1.995182912,,363,17.5,58,4.7,59,5.3,9,8.9,0.428
Togo,2001,Developing,0.95,2.048574874,,1833,17.1,51,4.29,5,5.3,9.2,9.1,0.426
Togo,2000,Developing,1.1,2.02964427,,3578,16.6,63,4.35,64,5.1,9.4,9.3,0.425
Tonga,2015,Developing,,0,78,0,75.2,8,,78,0.1,0.1,0.1,0.718
Tonga,2014,Developing,0.01,565.9672173,8,0,74.8,82,5.18,8,0.1,0.1,0.1,0.716
Tonga,2013,Developing,0.01,584.9449886,82,0,74.3,84,4.98,82,0.1,0.1,0.1,0.718
Tonga,2012,Developing,0.01,63.80294988,77,0,73.8,79,4.51,77,0.1,0.1,0.1,0.717
Tonga,2011,Developing,0.96,7.033980828,82,0,73.3,84,4.6,82,0.1,0.1,0.1,0.712
Tonga,2010,Developing,1.24,471.8307668,82,0,72.7,84,4.59,82,0.1,0.1,0.1,0.707
Tonga,2009,Developing,1.08,4.783805563,84,0,72.1,86,4.67,84,0.1,0.1,0.1,0.703
Tonga,2008,Developing,1.1,569.6255035,84,0,71.5,88,5.13,86,0.1,0.1,0.1,0.698
Tonga,2007,Developing,2.05,568.8692813,87,0,7.8,88,5.82,87,0.1,0.1,0.1,0.698
Tonga,2006,Developing,1.79,503.5881956,89,0,7.1,89,5.61,88,0.1,0.1,0.1,0.695
Tonga,2005,Developing,1.57,689.9440223,89,0,69.4,9,6.52,89,0.1,0.1,0.1,0.694
Tonga,2004,Developing,1.8,423.2953509,9,0,68.6,91,4.87,9,0.1,0.1,0.1,0.693
Tonga,2003,Developing,1.79,45.85105771,85,0,67.8,91,5.9,9,0.1,0.1,0.1,0.683
Tonga,2002,Developing,1.51,310.8203382,88,0,67,85,5.3,84,0.1,0.1,0.1,0.679
Tonga,2001,Developing,1.35,330.1007394,91,4,66.2,91,5.66,89,0.1,0.1,0.1,0.674
Tonga,2000,Developing,1.24,40.49128897,93,0,65.5,91,4.75,91,0.1,0.1,0.1,0.676
TrinidadandTobago,2015,Developing,,0,9,0,47.1,88,,96,0.3,5.7,5.9,0.779
TrinidadandTobago,2014,Developing,6.94,1578.872339,92,0,46,94,5.93,92,0.3,5.8,6,0.778
TrinidadandTobago,2013,Developing,6.71,167.2657906,92,0,45,94,5.98,92,0.3,5.8,6,0.773
TrinidadandTobago,2012,Developing,6.7,1486.236406,92,0,44,91,5.78,92,0.4,5.9,6.1,0.772
TrinidadandTobago,2011,Developing,6.5,144.9850711,9,0,43,91,5.6,9,0.4,5.9,6.2,0.774
TrinidadandTobago,2010,Developing,6.5,1389.772683,9,0,42,91,5.29,9,0.4,5.9,6.3,0.772
TrinidadandTobago,2009,Developing,6.37,128.0896289,9,0,41.1,9,6.47,9,0.2,6,6.4,0.773
TrinidadandTobago,2008,Developing,6.41,1902.693048,9,0,4.2,91,4.4,9,0.3,6.1,6.4,0.767
TrinidadandTobago,2007,Developing,6.37,136.8836683,89,0,39.3,9,4.82,88,0.7,6.1,6.5,0.76
TrinidadandTobago,2006,Developing,6.35,103.3710689,89,0,38.4,89,4.49,92,0.6,6.2,6.6,0.751
TrinidadandTobago,2005,Developing,6.12,1187.949491,95,0,37.6,95,5.31,95,0.5,6.3,6.7,0.745
TrinidadandTobago,2004,Developing,5.82,11.85100131,94,0,36.8,94,5.22,94,1,6.3,6.8,0.736
TrinidadandTobago,2003,Developing,5.53,78.72216127,76,0,36,91,5.13,91,0.5,6.4,6.9,0.729
TrinidadandTobago,2002,Developing,5.12,72.03911741,5,0,35.2,96,5,96,2,6.5,7,0.721
TrinidadandTobago,2001,Developing,4.55,516.7112481,,0,34.4,91,4.4,91,1.2,6.6,7.1,0.715
TrinidadandTobago,2000,Developing,4.68,43.59522964,,0,33.6,9,4.17,9,0.9,6.7,7.2,0.709
Tunisia,2015,Developing,,0,98,16,61.2,98,,98,0.1,6.5,6.4,0.723
Tunisia,2014,Developing,1.39,604.8701316,98,15,6.2,98,7,98,0.1,6.5,6.4,0.722
Tunisia,2013,Developing,1.29,594.6453102,98,16,59.3,98,7.26,98,0.1,6.4,6.3,0.72
Tunisia,2012,Developing,1.3,585.8776761,97,48,58.3,97,7.18,97,0.1,6.4,6.3,0.717
Tunisia,2011,Developing,1.29,623.2120325,98,11,57.4,98,7.15,98,0.1,6.4,6.3,0.714
Tunisia,2010,Developing,1.28,64.85616718,98,1,56.5,98,6.54,98,0.1,6.3,6.3,0.71
Tunisia,2009,Developing,1.4,585.6307861,99,1,55.6,99,6.18,99,0.1,6.3,6.3,0.706
Tunisia,2008,Developing,1.37,53.08451654,99,2,54.7,99,5.63,99,0.1,6.3,6.3,0.701
Tunisia,2007,Developing,1.24,469.6282925,98,4,53.9,98,5.64,98,0.1,6.3,6.3,0.695
Tunisia,2006,Developing,1.46,420.1153538,99,3,53.1,99,5.64,99,0.1,6.3,6.3,0.689
Tunisia,2005,Developing,1.37,379.5139945,97,15,52.2,98,5.57,98,0.1,6.4,6.3,0.683
Tunisia,2004,Developing,1.36,379.7659054,96,1,51.4,97,5.63,97,0.1,6.4,6.3,0.673
Tunisia,2003,Developing,1.34,321.7694175,92,22,5.6,95,5.36,95,0.1,6.4,6.3,0.667
Tunisia,2002,Developing,1.17,262.8184944,93,98,49.7,96,5.32,96,0.1,6.5,6.4,0.662
Tunisia,2001,Developing,1.19,257.2878697,94,231,48.9,98,5.29,98,0.1,6.5,6.4,0.654
Tunisia,2000,Developing,1.21,264.7842196,94,47,48.1,97,5.4,97,0.1,6.6,6.5,0.646
Turkey,2015,Developing,,0,97,342,66.1,97,,97,0.1,4.9,4.8,0.764
Turkey,2014,Developing,1.45,181.9083783,96,565,65.3,96,5.41,96,0.1,4.9,4.7,0.759
Turkey,2013,Developing,1.41,188.1440348,97,7405,64.5,98,5.38,98,0.1,4.9,4.7,0.754
Turkey,2012,Developing,1.54,20.75120211,97,349,63.7,97,5.24,97,0.1,4.9,4.7,0.75
Turkey,2011,Developing,1.53,1275.877569,96,111,62.8,97,5.29,97,0.1,4.9,4.7,0.737
Turkey,2010,Developing,1.49,32.78235828,96,7,61.9,97,5.61,97,0.1,4.9,4.7,0.715
Turkey,2009,Developing,1.4,106.9482898,94,4,61.1,96,6.8,96,0.1,4.9,4.8,0.709
Turkey,2008,Developing,1.39,22.67271848,92,0,6.2,96,6.7,96,0.1,5,4.8,0.705
Turkey,2007,Developing,1.26,115.5801103,96,3,59.3,96,6.4,96,0.1,5,4.8,0.697
Turkey,2006,Developing,1.29,103.523776,82,34,58.5,9,5.81,9,0.1,5,4.8,0.687
Turkey,2005,Developing,1.29,832.9552058,85,6200,57.6,9,5.45,9,0.1,5,4.9,0.681
Turkey,2004,Developing,1.35,1.132766775,77,8927,56.8,85,5.37,85,0.1,5.1,4.9,0.675
Turkey,2003,Developing,1.42,459.1113061,68,5844,55.9,69,5.34,68,0.1,5.1,5,0.668
Turkey,2002,Developing,1.47,35.55729,72,7823,55.1,78,5.36,78,0.1,5.2,5,0.658
Turkey,2001,Developing,1.49,256.4341746,77,30509,54.3,88,5.16,88,0.1,5.2,5.1,0.653
Turkey,2000,Developing,1.54,421.2956602,71,16244,53.5,85,4.95,85,0.1,5.3,5.2,0.641
Turkmenistan,2015,Developing,,0,99,0,48.6,99,,99,0.1,3.3,3.3,0.688
Turkmenistan,2014,Developing,2.9,691.1333535,97,0,47.7,98,2.7,98,0.1,3.3,3.3,0.683
Turkmenistan,2013,Developing,2.93,63.7481117,98,0,46.7,98,2.12,98,0.1,3.2,3.3,0.678
Turkmenistan,2012,Developing,2.75,579.4128244,98,0,45.9,98,1.96,97,0.1,3.2,3.3,0.672
Turkmenistan,2011,Developing,2.55,490.4181326,97,0,45,97,1.98,97,0.1,3.2,3.3,0.665
Turkmenistan,2010,Developing,2.48,385.325164,96,0,44.2,96,1.99,96,0.1,3.2,3.3,0
Turkmenistan,2009,Developing,2.35,37.88466056,97,0,43.4,97,1.88,96,0.1,3.2,3.3,0
Turkmenistan,2008,Developing,2.4,34.23979419,96,0,42.7,96,1.93,96,0.1,3.2,3.3,0
Turkmenistan,2007,Developing,2.58,0.358651421,98,59,42,98,2.16,98,0.1,3.3,3.3,0
Turkmenistan,2006,Developing,2.71,29.27235366,98,48,41.3,98,2.9,98,0.1,3.3,3.3,0
Turkmenistan,2005,Developing,2.85,2.19888585,99,0,4.7,99,3.51,99,0.1,3.4,3.4,0
Turkmenistan,2004,Developing,2.86,186.1013972,96,1,4,98,4.3,97,0.1,3.4,3.4,0
Turkmenistan,2003,Developing,2.88,179.6156482,97,1,39.4,66,3.85,83,0.1,3.5,3.4,0
Turkmenistan,2002,Developing,2.33,130.3784829,96,11,38.7,99,3.34,98,0.1,3.5,3.5,0
Turkmenistan,2001,Developing,2.35,106.180706,,9,38.1,94,3.87,95,0.1,3.6,3.5,0
Turkmenistan,2000,Developing,2.9,88.2436347,,113,37.5,98,3.94,97,0.1,3.6,3.6,0
Tuvalu,2013,Developing,0.01,78.28120317,9,0,79.3,9,16.61,9,0.1,0.2,0.1,
Uganda,2015,Developing,,0,78,478,18.5,82,,78,3.1,5.6,5.6,0.488
Uganda,2014,Developing,0.01,14.16770158,78,314,18.1,82,7.22,78,3.2,5.7,5.6,0.483
Uganda,2013,Developing,0.01,90.76144414,78,7878,17.6,82,7.47,78,4,5.7,5.7,0.478
Uganda,2012,Developing,0.01,92.88697859,78,2027,17.2,82,7.58,78,4.6,5.8,5.8,0.477
Uganda,2011,Developing,10.22,94.49686776,82,3312,16.7,82,9.9,82,6.8,5.9,5.9,0.477
Uganda,2010,Developing,10.03,116.202964,8,1313,16.3,79,11.2,8,8,6,6,0.473
Uganda,2009,Developing,9.63,87.04534954,79,1601,15.9,78,8.43,79,8.1,6.1,6.1,0.464
Uganda,2008,Developing,9.79,72.85023656,71,1319,15.6,69,9.1,71,8.2,6.2,6.2,0.453
Uganda,2007,Developing,9.65,6.002527685,73,3776,15.2,7,9.76,73,8.4,6.3,6.3,0.442
Uganda,2006,Developing,9.81,50.83901418,64,5736,14.8,62,9.86,64,8.6,6.4,6.4,0.434
Uganda,2005,Developing,10.09,44.52614001,64,22,14.5,59,9.36,64,8.7,6.5,6.5,0.429
Uganda,2004,Developing,9.89,36.60609252,62,141,14.2,58,8.9,62,8.9,6.6,6.6,0.427
Uganda,2003,Developing,10.16,4.426792406,44,29429,13.9,57,7.54,59,9.4,6.7,6.7,0.418
Uganda,2002,Developing,10.42,2.690897842,29,49871,13.6,57,7.78,57,10,6.8,6.8,0.404
Uganda,2001,Developing,10.57,26.97625217,,48543,13.3,56,7.26,55,10.8,6.9,6.9,0.396
Uganda,2000,Developing,10.47,22.59447461,,42554,13,55,6.77,52,11.6,7,7,0.382
Ukraine,2015,Developing,,0,22,105,61.3,51,,23,0.2,2.3,2.4,0.748
Ukraine,2014,Developing,8.06,5.663849328,22,0,6.7,45,7.1,23,0.2,2.3,2.4,0.746
Ukraine,2013,Developing,8.44,52.42529588,46,0,6.1,72,7.67,76,0.2,2.3,2.4,0.744
Ukraine,2012,Developing,8.44,453.7830847,46,12746,59.6,72,7.47,76,0.2,2.4,2.4,0.739
Ukraine,2011,Developing,8.48,415.1627705,21,1333,59,54,6.98,5,0.2,2.4,2.5,0.734
Ukraine,2010,Developing,8.39,375.6835376,48,39,58.5,57,7.81,52,0.2,2.4,2.5,0.728
Ukraine,2009,Developing,8.71,324.5491348,66,0,58,74,7.8,71,0.3,2.5,2.6,0.734
Ukraine,2008,Developing,9.46,456.4586664,84,48,57.6,91,6.63,9,0.4,2.5,2.6,0.73
Ukraine,2007,Developing,8.86,46.19685449,92,1005,57.2,98,6.36,98,0.7,2.5,2.7,0.723
Ukraine,2006,Developing,7.99,29.38172706,96,42724,56.8,99,6.39,98,0.8,2.6,2.7,0.716
Ukraine,2005,Developing,7.31,217.4345257,97,2392,56.4,95,6.41,96,0.9,2.7,2.8,0.707
Ukraine,2004,Developing,6.79,180.3537859,98,146,56.1,99,6.61,99,1,2.7,2.8,0.7
Ukraine,2003,Developing,5.92,21.22386354,77,411,55.7,99,6.93,97,0.9,2.8,2.9,0.691
Ukraine,2002,Developing,4.89,115.738974,48,7587,55.4,99,6.25,99,0.9,2.9,3,0.683
Ukraine,2001,Developing,4.31,8.897421459,7,16970,55.1,99,5.66,99,0.8,2.9,3,0.673
Ukraine,2000,Developing,4.49,7.883791474,4,817,54.8,99,5.59,99,0.7,3,3.1,0.669
UnitedArabEmirates,2015,Developing,,0,99,347,64.2,99,,99,0.1,5.3,5.1,0.836
UnitedArabEmirates,2014,Developing,1.91,3862.68271,99,344,62.4,99,3.64,99,0.1,5.2,5,0.832
UnitedArabEmirates,2013,Developing,1.82,377.2009132,98,0,6.5,98,3.49,98,0.1,5.2,5,0.829
UnitedArabEmirates,2012,Developing,1.75,3663.764502,96,132,58.6,96,3.45,96,0.1,5.1,5,0.826
UnitedArabEmirates,2011,Developing,1.73,387.774991,95,0,57.1,95,3.7,95,0.1,5.1,4.9,0.824
UnitedArabEmirates,2010,Developing,1.69,308.0660742,94,87,55.8,94,3.93,94,0.1,5.1,4.9,0.826
UnitedArabEmirates,2009,Developing,1.73,292.4022672,93,0,55.1,94,4.5,93,0.1,5.1,4.9,0.831
UnitedArabEmirates,2008,Developing,1.86,4003.908598,92,55,54.8,94,2.93,92,0.1,5.1,4.9,0.829
UnitedArabEmirates,2007,Developing,1.69,3759.457226,92,0,55.1,94,2.57,92,0.1,5.1,4.9,0.826
UnitedArabEmirates,2006,Developing,1.74,3749.941617,92,0,55.8,94,2.33,92,0.1,5.1,4.9,0.823
UnitedArabEmirates,2005,Developing,1.79,3427.320332,92,29,56.6,94,2.32,94,0.1,5.1,4.9,0.818
UnitedArabEmirates,2004,Developing,1.77,2972.448675,92,22,57,94,2.46,94,0.1,5.2,4.9,0.813
UnitedArabEmirates,2003,Developing,1.74,277.1818332,92,42,56.8,94,2.65,94,0.1,5.2,5,0.808
UnitedArabEmirates,2002,Developing,1.72,2598.842827,92,53,56,94,2.72,94,0.1,5.3,5,0.803
UnitedArabEmirates,2001,Developing,1.67,243.7539129,92,30,55,94,2.48,94,0.1,5.3,5.1,0.798
UnitedArabEmirates,2000,Developing,1.64,262.9589578,92,69,54.1,94,2.38,94,0.1,5.4,5.1,0.791
UnitedKingdomofGreatBritainandNorthernIreland,2015,Developed,10.66,0,,91,66.6,96,,96,0.1,0.8,0.6,
UnitedKingdomofGreatBritainandNorthernIreland,2014,Developed,10.37,0,,133,66,95,9.12,95,0.1,0.8,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2013,Developed,10.32,0,,1919,65.4,95,9.34,95,0.1,0.8,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2012,Developed,10.42,0,,2092,64.8,95,9.41,95,0.1,0.8,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2011,Developed,10.68,0,,1112,64.2,95,9.34,95,0.1,0.8,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2010,Developed,10.88,0,,443,63.6,94,9.51,94,0.1,0.8,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2009,Developed,10.79,0,,1212,63.1,93,9.81,93,0.1,0.8,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2008,Developed,11.47,0,,1445,62.5,92,8.85,92,0.1,0.8,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2007,Developed,11.84,0,,1022,61.9,92,8.42,92,0.1,0.7,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2006,Developed,11.61,0,,764,61.3,92,8.36,92,0.1,0.7,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2005,Developed,12.05,0,,79,6.7,91,8.24,91,0.1,0.7,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2004,Developed,12.22,0,,189,6.1,92,7.98,92,0.1,0.7,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2003,Developed,11.85,0,,460,59.5,91,7.81,91,0.1,0.7,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2002,Developed,11.44,0,,314,58.8,91,7.57,91,0.1,0.7,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2001,Developed,10.91,0,,73,58.2,91,7.31,91,0.1,0.7,0.5,
UnitedKingdomofGreatBritainandNorthernIreland,2000,Developed,10.59,0,,104,57.5,91,6.94,91,0.1,0.7,0.5,
UnitedRepublicofTanzania,2015,Developing,,0,98,30,23.8,96,,98,1.4,6.7,6.5,
UnitedRepublicofTanzania,2014,Developing,0.01,0,97,88,23.2,97,5.58,97,1.4,6.8,6.6,
UnitedRepublicofTanzania,2013,Developing,4.2,0,91,185,22.5,91,5.57,91,2.1,6.8,6.7,
UnitedRepublicofTanzania,2012,Developing,3.98,0,92,1668,21.9,9,5.72,92,2.4,6.9,6.8,
UnitedRepublicofTanzania,2011,Developing,4.04,0,9,1622,21.3,88,5.72,9,3.1,7,6.9,
UnitedRepublicofTanzania,2010,Developing,4.19,0,91,167,2.7,94,5.3,91,4.6,7.1,7.1,
UnitedRepublicofTanzania,2009,Developing,3.97,0,85,1574,2.2,88,3.97,85,6.4,7.2,7.2,
UnitedRepublicofTanzania,2008,Developing,3.44,0,86,3413,19.6,89,4.21,86,7.4,7.3,7.3,
UnitedRepublicofTanzania,2007,Developing,4.4,0,83,7726,19.1,88,4.72,83,8.5,7.5,7.4,
UnitedRepublicofTanzania,2006,Developing,4.07,0,9,2362,18.6,91,6.86,9,9.4,7.6,7.5,
UnitedRepublicofTanzania,2005,Developing,3.94,0,9,23,18.1,91,4.66,9,10,7.7,7.6,
UnitedRepublicofTanzania,2004,Developing,3.81,0,95,1419,17.7,95,4.1,95,10.8,7.8,7.8,
UnitedRepublicofTanzania,2003,Developing,2.34,0,95,1673,17.2,97,4.6,95,11.5,7.9,7.9,
UnitedRepublicofTanzania,2002,Developing,3.37,0,89,5131,16.8,91,3.59,89,12.1,8,8,
UnitedRepublicofTanzania,2001,Developing,4.09,0,,11847,16.4,65,3.28,87,12.5,8.2,8.1,
UnitedRepublicofTanzania,2000,Developing,3.89,0,,14649,16,64,2.64,79,12.8,8.3,8.3,
UnitedStatesofAmerica,2015,Developed,,0,92,188,69.6,93,,95,0.1,0.8,0.6,
UnitedStatesofAmerica,2014,Developed,8.82,0,92,667,69.1,93,17.14,95,0.1,0.8,0.6,
UnitedStatesofAmerica,2013,Developed,8.82,0,91,187,68.6,93,16.9,94,0.1,0.7,0.6,
UnitedStatesofAmerica,2012,Developed,8.82,0,9,55,68,93,17.2,94,0.1,0.7,0.6,
UnitedStatesofAmerica,2011,Developed,8.67,0,91,220,67.5,94,17.6,96,0.1,0.7,0.6,
UnitedStatesofAmerica,2010,Developed,8.55,0,92,63,66.9,93,17.2,95,0.1,0.7,0.6,
UnitedStatesofAmerica,2009,Developed,8.71,0,92,71,66.3,93,17,95,0.1,0.7,0.6,
UnitedStatesofAmerica,2008,Developed,8.74,0,94,140,65.7,94,16.2,96,0.1,0.7,0.6,
UnitedStatesofAmerica,2007,Developed,8.74,0,93,43,65.1,93,15.57,96,0.1,0.7,0.6,
UnitedStatesofAmerica,2006,Developed,8.63,0,93,55,64.4,93,15.27,96,0.1,0.7,0.6,
UnitedStatesofAmerica,2005,Developed,8.52,0,93,66,63.8,92,15.15,96,0.1,0.7,0.6,
